video,frame,time,label
1.mp4,171,5.7,0
1.mp4,173,5.75,0
1.mp4,174,5.8,0
1.mp4,176,5.85,0
1.mp4,177,5.9,0
1.mp4,179,5.95,0
1.mp4,180,6.0,0
1.mp4,182,6.05,0
1.mp4,183,6.1,0
1.mp4,185,6.15,0
1.mp4,186,6.2,0
1.mp4,188,6.25,0
1.mp4,189,6.3,0
1.mp4,191,6.35,0
1.mp4,192,6.4,0
1.mp4,194,6.45,0
1.mp4,195,6.5,0
1.mp4,197,6.55,0
1.mp4,198,6.6,0
1.mp4,200,6.65,0
1.mp4,201,6.7,0
1.mp4,203,6.75,0
1.mp4,204,6.8,0
1.mp4,206,6.85,0
1.mp4,207,6.9,0
1.mp4,209,6.95,0
1.mp4,210,7.0,0
1.mp4,212,7.05,0
1.mp4,213,7.1,0
1.mp4,215,7.15,0
1.mp4,216,7.2,0
1.mp4,218,7.25,0
1.mp4,219,7.3,0
1.mp4,221,7.35,0
1.mp4,222,7.4,0
1.mp4,224,7.45,0
1.mp4,225,7.5,0
1.mp4,227,7.55,0
1.mp4,228,7.6,0
1.mp4,230,7.65,0
1.mp4,231,7.7,0
1.mp4,233,7.75,0
1.mp4,234,7.8,0
1.mp4,236,7.85,0
1.mp4,237,7.9,0
1.mp4,239,7.95,0
1.mp4,240,8.0,0
1.mp4,242,8.05,0
1.mp4,243,8.1,0
1.mp4,245,8.15,0
1.mp4,246,8.2,0
1.mp4,248,8.25,0
1.mp4,249,8.3,0
1.mp4,251,8.35,0
1.mp4,252,8.4,0
1.mp4,254,8.45,0
1.mp4,255,8.5,0
1.mp4,257,8.55,0
1.mp4,258,8.6,0
1.mp4,260,8.65,0
1.mp4,261,8.7,0
1.mp4,263,8.75,0
1.mp4,264,8.8,0
1.mp4,266,8.85,0
1.mp4,267,8.9,0
1.mp4,269,8.95,0
1.mp4,270,9.0,0
1.mp4,272,9.05,0
1.mp4,273,9.1,0
1.mp4,275,9.15,0
1.mp4,276,9.2,0
1.mp4,278,9.25,0
1.mp4,279,9.3,0
1.mp4,281,9.35,0
1.mp4,282,9.4,0
1.mp4,284,9.45,0
1.mp4,285,9.5,0
1.mp4,287,9.55,0
1.mp4,288,9.6,0
1.mp4,290,9.65,0
1.mp4,291,9.7,0
1.mp4,293,9.75,0
1.mp4,294,9.8,0
1.mp4,296,9.85,0
1.mp4,297,9.9,0
1.mp4,299,9.95,0
1.mp4,300,10.0,1
1.mp4,302,10.05,1
1.mp4,303,10.1,1
1.mp4,305,10.15,1
1.mp4,306,10.2,1
1.mp4,308,10.25,1
1.mp4,309,10.3,1
1.mp4,311,10.35,1
1.mp4,312,10.4,1
1.mp4,314,10.45,1
1.mp4,315,10.5,1
1.mp4,317,10.55,1
1.mp4,318,10.6,1
1.mp4,320,10.65,1
1.mp4,321,10.7,1
1.mp4,323,10.75,1
1.mp4,324,10.8,1
1.mp4,326,10.85,1
1.mp4,327,10.9,1
1.mp4,329,10.95,1
1.mp4,330,11.0,1
1.mp4,332,11.05,1
1.mp4,333,11.1,1
1.mp4,335,11.15,1
1.mp4,336,11.2,1
1.mp4,338,11.25,1
1.mp4,339,11.3,1
1.mp4,341,11.35,1
1.mp4,342,11.4,1
1.mp4,344,11.45,1
1.mp4,345,11.5,0
1.mp4,347,11.55,0
1.mp4,348,11.6,0
1.mp4,350,11.65,0
1.mp4,351,11.7,0
1.mp4,353,11.75,0
1.mp4,354,11.8,0
1.mp4,356,11.85,0
1.mp4,357,11.9,0
1.mp4,359,11.95,0
1.mp4,360,12.0,0
1.mp4,362,12.05,0
1.mp4,363,12.1,0
1.mp4,365,12.15,0
1.mp4,366,12.2,0
1.mp4,368,12.25,0
1.mp4,369,12.3,0
1.mp4,371,12.35,0
1.mp4,372,12.4,0
1.mp4,374,12.45,0
1.mp4,375,12.5,0
1.mp4,377,12.55,0
1.mp4,378,12.6,0
1.mp4,380,12.65,0
1.mp4,381,12.7,0
1.mp4,383,12.75,0
1.mp4,384,12.8,0
1.mp4,386,12.85,0
1.mp4,387,12.9,0
1.mp4,389,12.95,0
1.mp4,390,13.0,0
1.mp4,392,13.05,0
1.mp4,393,13.1,0
1.mp4,395,13.15,0
1.mp4,396,13.2,0
1.mp4,398,13.25,0
1.mp4,399,13.3,0
1.mp4,401,13.35,0
1.mp4,402,13.4,0
1.mp4,404,13.45,0
1.mp4,405,13.5,0
1.mp4,407,13.55,0
1.mp4,408,13.6,0
1.mp4,410,13.65,0
1.mp4,411,13.7,0
1.mp4,413,13.75,0
1.mp4,414,13.8,0
1.mp4,416,13.85,0
1.mp4,417,13.9,0
1.mp4,419,13.95,0
1.mp4,420,14.0,0
1.mp4,422,14.05,0
1.mp4,423,14.1,0
1.mp4,425,14.15,0
1.mp4,426,14.2,0
1.mp4,428,14.25,0
1.mp4,429,14.3,0
1.mp4,431,14.35,0
1.mp4,432,14.4,0
1.mp4,434,14.45,0
1.mp4,435,14.5,0
1.mp4,437,14.55,0
1.mp4,438,14.6,0
1.mp4,440,14.65,0
1.mp4,441,14.7,0
1.mp4,443,14.75,0
1.mp4,444,14.8,0
1.mp4,446,14.85,0
1.mp4,447,14.9,0
1.mp4,449,14.95,0
1.mp4,450,15.0,0
1.mp4,452,15.05,0
1.mp4,453,15.1,0
1.mp4,455,15.15,0
1.mp4,456,15.2,0
1.mp4,458,15.25,0
1.mp4,459,15.3,0
1.mp4,461,15.35,0
1.mp4,462,15.4,0
1.mp4,464,15.45,0
1.mp4,465,15.5,0
1.mp4,467,15.55,0
1.mp4,468,15.6,0
1.mp4,470,15.65,0
1.mp4,471,15.7,0
1.mp4,473,15.75,0
1.mp4,474,15.8,0
1.mp4,476,15.85,0
1.mp4,477,15.9,0
1.mp4,479,15.95,0
1.mp4,480,16.0,0
1.mp4,482,16.05,0
1.mp4,483,16.1,0
1.mp4,485,16.15,0
1.mp4,486,16.2,0
1.mp4,488,16.25,0
1.mp4,489,16.3,0
1.mp4,491,16.35,0
1.mp4,492,16.4,0
1.mp4,494,16.45,0
1.mp4,495,16.5,0
1.mp4,497,16.55,0
1.mp4,498,16.6,0
1.mp4,500,16.65,0
1.mp4,501,16.7,0
1.mp4,503,16.75,0
1.mp4,504,16.8,0
1.mp4,506,16.85,0
1.mp4,507,16.9,0
1.mp4,509,16.95,0
1.mp4,510,17.0,0
1.mp4,512,17.05,0
1.mp4,513,17.1,0
1.mp4,515,17.15,0
1.mp4,516,17.2,0
1.mp4,518,17.25,0
1.mp4,519,17.3,0
1.mp4,521,17.35,0
1.mp4,522,17.4,0
1.mp4,524,17.45,0
1.mp4,525,17.5,0
1.mp4,527,17.55,0
1.mp4,528,17.6,0
1.mp4,530,17.65,0
1.mp4,531,17.7,0
1.mp4,533,17.75,0
1.mp4,534,17.8,0
1.mp4,536,17.85,0
1.mp4,537,17.9,0
1.mp4,539,17.95,0
1.mp4,540,18.0,0
1.mp4,542,18.05,0
1.mp4,543,18.1,0
1.mp4,545,18.15,0
1.mp4,546,18.2,0
1.mp4,548,18.25,0
1.mp4,549,18.3,0
1.mp4,551,18.35,0
1.mp4,552,18.4,0
1.mp4,554,18.45,0
1.mp4,555,18.5,0
1.mp4,557,18.55,0
1.mp4,558,18.6,0
1.mp4,560,18.65,0
1.mp4,561,18.7,0
1.mp4,563,18.75,0
1.mp4,564,18.8,0
1.mp4,566,18.85,0
1.mp4,567,18.9,0
1.mp4,569,18.95,0
1.mp4,570,19.0,0
1.mp4,572,19.05,0
1.mp4,573,19.1,0
1.mp4,575,19.15,0
1.mp4,576,19.2,0
1.mp4,578,19.25,0
1.mp4,579,19.3,0
1.mp4,581,19.35,0
1.mp4,582,19.4,0
1.mp4,584,19.45,0
1.mp4,585,19.5,0
1.mp4,587,19.55,0
1.mp4,588,19.6,0
1.mp4,590,19.65,0
1.mp4,591,19.7,0
1.mp4,593,19.75,0
1.mp4,594,19.8,0
1.mp4,596,19.85,0
1.mp4,597,19.9,0
1.mp4,599,19.95,0
1.mp4,600,20.0,0
1.mp4,602,20.05,0
1.mp4,603,20.1,0
1.mp4,605,20.15,0
1.mp4,606,20.2,0
1.mp4,608,20.25,0
1.mp4,609,20.3,0
1.mp4,611,20.35,0
1.mp4,612,20.4,0
1.mp4,614,20.45,0
1.mp4,615,20.5,0
1.mp4,617,20.55,0
1.mp4,618,20.6,0
1.mp4,620,20.65,0
1.mp4,621,20.7,0
1.mp4,623,20.75,0
1.mp4,624,20.8,0
1.mp4,626,20.85,0
1.mp4,627,20.9,0
1.mp4,629,20.95,0
1.mp4,630,21.0,0
1.mp4,632,21.05,0
1.mp4,633,21.1,0
1.mp4,635,21.15,0
1.mp4,636,21.2,0
1.mp4,638,21.25,0
1.mp4,639,21.3,0
1.mp4,641,21.35,0
1.mp4,642,21.4,0
1.mp4,644,21.45,0
1.mp4,645,21.5,0
1.mp4,647,21.55,0
1.mp4,648,21.6,0
1.mp4,650,21.65,0
1.mp4,651,21.7,0
1.mp4,653,21.75,0
1.mp4,654,21.8,0
1.mp4,656,21.85,0
1.mp4,657,21.9,0
1.mp4,659,21.95,0
1.mp4,660,22.0,0
1.mp4,662,22.05,0
1.mp4,663,22.1,0
1.mp4,665,22.15,0
1.mp4,666,22.2,0
1.mp4,668,22.25,0
1.mp4,669,22.3,0
1.mp4,671,22.35,0
1.mp4,672,22.4,0
1.mp4,674,22.45,0
1.mp4,675,22.5,0
1.mp4,677,22.55,0
1.mp4,678,22.6,0
1.mp4,680,22.65,0
1.mp4,681,22.7,0
1.mp4,683,22.75,0
1.mp4,684,22.8,0
1.mp4,686,22.85,0
1.mp4,687,22.9,0
1.mp4,689,22.95,0
1.mp4,690,23.0,0
1.mp4,692,23.05,0
1.mp4,693,23.1,0
1.mp4,695,23.15,0
1.mp4,696,23.2,0
1.mp4,698,23.25,0
1.mp4,699,23.3,0
1.mp4,701,23.35,0
1.mp4,702,23.4,0
1.mp4,704,23.45,0
1.mp4,705,23.5,0
1.mp4,707,23.55,0
1.mp4,708,23.6,1
1.mp4,710,23.65,1
1.mp4,711,23.7,1
1.mp4,713,23.75,1
1.mp4,714,23.8,1
1.mp4,716,23.85,1
1.mp4,717,23.9,1
1.mp4,719,23.95,1
1.mp4,720,24.0,1
1.mp4,722,24.05,1
1.mp4,723,24.1,1
1.mp4,725,24.15,1
1.mp4,726,24.2,1
1.mp4,728,24.25,1
1.mp4,729,24.3,1
1.mp4,731,24.35,1
1.mp4,732,24.4,0
1.mp4,734,24.45,0
1.mp4,735,24.5,0
1.mp4,737,24.55,0
1.mp4,738,24.6,0
1.mp4,740,24.65,0
1.mp4,741,24.7,0
1.mp4,743,24.75,0
1.mp4,744,24.8,0
1.mp4,746,24.85,0
1.mp4,747,24.9,0
1.mp4,749,24.95,0
1.mp4,750,25.0,0
1.mp4,752,25.05,0
1.mp4,753,25.1,0
1.mp4,755,25.15,0
1.mp4,756,25.2,0
1.mp4,758,25.25,0
1.mp4,759,25.3,0
1.mp4,761,25.35,0
1.mp4,762,25.4,0
1.mp4,764,25.45,0
1.mp4,765,25.5,0
1.mp4,767,25.55,0
1.mp4,768,25.6,0
1.mp4,770,25.65,0
1.mp4,771,25.7,0
1.mp4,773,25.75,0
1.mp4,774,25.8,0
1.mp4,776,25.85,0
1.mp4,777,25.9,0
1.mp4,779,25.95,0
1.mp4,780,26.0,0
1.mp4,782,26.05,0
1.mp4,783,26.1,0
1.mp4,785,26.15,0
1.mp4,786,26.2,0
1.mp4,788,26.25,0
1.mp4,789,26.3,0
1.mp4,791,26.35,0
1.mp4,792,26.4,0
1.mp4,794,26.45,0
1.mp4,795,26.5,0
1.mp4,797,26.55,0
1.mp4,798,26.6,0
1.mp4,800,26.65,0
1.mp4,801,26.7,0
1.mp4,803,26.75,0
1.mp4,804,26.8,0
1.mp4,806,26.85,0
1.mp4,807,26.9,0
1.mp4,809,26.95,0
1.mp4,810,27.0,0
1.mp4,812,27.05,0
1.mp4,813,27.1,0
1.mp4,815,27.15,0
1.mp4,816,27.2,0
1.mp4,818,27.25,0
1.mp4,819,27.3,0
1.mp4,821,27.35,0
1.mp4,822,27.4,0
1.mp4,824,27.45,0
1.mp4,825,27.5,0
1.mp4,827,27.55,0
1.mp4,828,27.6,0
1.mp4,830,27.65,0
1.mp4,831,27.7,0
1.mp4,833,27.75,0
1.mp4,834,27.8,0
1.mp4,836,27.85,0
1.mp4,837,27.9,0
1.mp4,839,27.95,0
1.mp4,840,28.0,0
1.mp4,842,28.05,0
1.mp4,843,28.1,0
1.mp4,845,28.15,0
1.mp4,846,28.2,0
1.mp4,848,28.25,0
1.mp4,849,28.3,0
1.mp4,851,28.35,0
1.mp4,852,28.4,0
1.mp4,854,28.45,0
1.mp4,855,28.5,0
1.mp4,857,28.55,0
1.mp4,858,28.6,0
1.mp4,860,28.65,0
1.mp4,861,28.7,0
1.mp4,863,28.75,0
1.mp4,864,28.8,0
1.mp4,866,28.85,0
1.mp4,867,28.9,0
1.mp4,869,28.95,0
1.mp4,870,29.0,0
1.mp4,872,29.05,0
1.mp4,873,29.1,0
1.mp4,875,29.15,0
1.mp4,876,29.2,0
1.mp4,878,29.25,0
1.mp4,879,29.3,0
1.mp4,881,29.35,0
1.mp4,882,29.4,0
1.mp4,884,29.45,0
1.mp4,885,29.5,0
1.mp4,887,29.55,0
1.mp4,888,29.6,0
1.mp4,890,29.65,0
1.mp4,891,29.7,0
1.mp4,893,29.75,0
1.mp4,894,29.8,0
1.mp4,896,29.85,0
1.mp4,897,29.9,0
1.mp4,899,29.95,0
1.mp4,900,30.0,0
1.mp4,902,30.05,0
1.mp4,903,30.1,0
1.mp4,905,30.15,0
1.mp4,906,30.2,0
1.mp4,908,30.25,0
1.mp4,909,30.3,0
1.mp4,911,30.35,0
1.mp4,912,30.4,0
1.mp4,914,30.45,0
1.mp4,915,30.5,0
1.mp4,917,30.55,0
1.mp4,918,30.6,0
1.mp4,920,30.65,0
1.mp4,921,30.7,1
1.mp4,923,30.75,1
1.mp4,924,30.8,1
1.mp4,926,30.85,1
1.mp4,927,30.9,1
1.mp4,929,30.95,1
1.mp4,930,31.0,1
1.mp4,932,31.05,1
1.mp4,933,31.1,1
1.mp4,935,31.15,1
1.mp4,936,31.2,1
1.mp4,938,31.25,1
1.mp4,939,31.3,1
1.mp4,941,31.35,1
1.mp4,942,31.4,0
1.mp4,944,31.45,0
1.mp4,945,31.5,0
1.mp4,947,31.55,0
1.mp4,948,31.6,0
1.mp4,950,31.65,0
1.mp4,951,31.7,0
1.mp4,953,31.75,0
1.mp4,954,31.8,0
1.mp4,956,31.85,0
1.mp4,957,31.9,0
1.mp4,959,31.95,0
1.mp4,960,32.0,0
1.mp4,962,32.05,0
1.mp4,963,32.1,0
1.mp4,965,32.15,0
1.mp4,966,32.2,0
1.mp4,968,32.25,0
1.mp4,969,32.3,0
1.mp4,971,32.35,0
1.mp4,972,32.4,0
1.mp4,974,32.45,0
1.mp4,975,32.5,0
1.mp4,977,32.55,0
1.mp4,978,32.6,0
1.mp4,980,32.65,0
1.mp4,981,32.7,0
1.mp4,983,32.75,0
1.mp4,984,32.8,0
1.mp4,986,32.85,0
1.mp4,987,32.9,0
1.mp4,989,32.95,0
1.mp4,990,33.0,0
1.mp4,992,33.05,0
1.mp4,993,33.1,0
1.mp4,995,33.15,0
1.mp4,996,33.2,0
1.mp4,998,33.25,0
1.mp4,999,33.3,0
1.mp4,1001,33.35,0
1.mp4,1002,33.4,0
1.mp4,1004,33.45,0
1.mp4,1005,33.5,0
1.mp4,1007,33.55,0
1.mp4,1008,33.6,0
1.mp4,1010,33.65,0
1.mp4,1011,33.7,0
1.mp4,1013,33.75,0
1.mp4,1014,33.8,0
1.mp4,1016,33.85,0
1.mp4,1017,33.9,0
1.mp4,1019,33.95,0
1.mp4,1020,34.0,0
1.mp4,1022,34.05,0
1.mp4,1023,34.1,0
1.mp4,1025,34.15,0
1.mp4,1026,34.2,0
1.mp4,1028,34.25,0
1.mp4,1029,34.3,0
1.mp4,1031,34.35,0
1.mp4,1032,34.4,0
1.mp4,1034,34.45,0
1.mp4,1035,34.5,0
1.mp4,1037,34.55,0
1.mp4,1038,34.6,0
1.mp4,1040,34.65,0
1.mp4,1041,34.7,0
1.mp4,1043,34.75,0
1.mp4,1044,34.8,0
1.mp4,1046,34.85,0
1.mp4,1047,34.9,0
1.mp4,1049,34.95,0
1.mp4,1050,35.0,0
1.mp4,1052,35.05,0
1.mp4,1053,35.1,0
1.mp4,1055,35.15,0
1.mp4,1056,35.2,0
1.mp4,1058,35.25,0
1.mp4,1059,35.3,0
1.mp4,1061,35.35,0
1.mp4,1062,35.4,0
1.mp4,1064,35.45,0
1.mp4,1065,35.5,0
1.mp4,1067,35.55,0
1.mp4,1068,35.6,0
1.mp4,1070,35.65,0
1.mp4,1071,35.7,0
1.mp4,1073,35.75,0
1.mp4,1074,35.8,0
1.mp4,1076,35.85,0
1.mp4,1077,35.9,0
1.mp4,1079,35.95,0
1.mp4,1080,36.0,0
1.mp4,1082,36.05,0
1.mp4,1083,36.1,0
1.mp4,1085,36.15,0
1.mp4,1086,36.2,0
1.mp4,1088,36.25,0
1.mp4,1089,36.3,0
1.mp4,1091,36.35,0
1.mp4,1092,36.4,0
1.mp4,1094,36.45,0
1.mp4,1095,36.5,0
1.mp4,1097,36.55,0
1.mp4,1098,36.6,0
1.mp4,1100,36.65,0
1.mp4,1101,36.7,0
1.mp4,1103,36.75,0
1.mp4,1104,36.8,0
1.mp4,1106,36.85,0
1.mp4,1107,36.9,0
1.mp4,1109,36.95,0
1.mp4,1110,37.0,0
1.mp4,1112,37.05,0
1.mp4,1113,37.1,0
1.mp4,1115,37.15,0
1.mp4,1116,37.2,0
1.mp4,1118,37.25,0
1.mp4,1119,37.3,0
1.mp4,1121,37.35,0
1.mp4,1122,37.4,0
1.mp4,1124,37.45,0
1.mp4,1125,37.5,0
1.mp4,1127,37.55,0
1.mp4,1128,37.6,0
1.mp4,1130,37.65,0
1.mp4,1131,37.7,0
1.mp4,1133,37.75,0
1.mp4,1134,37.8,0
1.mp4,1136,37.85,0
1.mp4,1137,37.9,0
1.mp4,1139,37.95,0
1.mp4,1140,38.0,0
1.mp4,1142,38.05,0
1.mp4,1143,38.1,0
1.mp4,1145,38.15,0
1.mp4,1146,38.2,0
1.mp4,1148,38.25,0
1.mp4,1149,38.3,0
1.mp4,1151,38.35,0
1.mp4,1152,38.4,0
1.mp4,1154,38.45,0
1.mp4,1155,38.5,0
1.mp4,1157,38.55,0
1.mp4,1158,38.6,0
1.mp4,1160,38.65,0
1.mp4,1161,38.7,0
1.mp4,1163,38.75,0
1.mp4,1164,38.8,0
1.mp4,1166,38.85,0
1.mp4,1167,38.9,0
1.mp4,1169,38.95,0
1.mp4,1170,39.0,0
1.mp4,1172,39.05,0
1.mp4,1173,39.1,0
1.mp4,1175,39.15,0
1.mp4,1176,39.2,0
1.mp4,1178,39.25,0
1.mp4,1179,39.3,0
1.mp4,1181,39.35,0
1.mp4,1182,39.4,0
1.mp4,1184,39.45,0
1.mp4,1185,39.5,0
1.mp4,1187,39.55,0
1.mp4,1188,39.6,0
1.mp4,1190,39.65,0
1.mp4,1191,39.7,0
1.mp4,1193,39.75,0
1.mp4,1194,39.8,0
1.mp4,1196,39.85,0
1.mp4,1197,39.9,0
1.mp4,1199,39.95,0
1.mp4,1200,40.0,0
1.mp4,1202,40.05,0
1.mp4,1203,40.1,0
1.mp4,1205,40.15,0
1.mp4,1206,40.2,0
1.mp4,1208,40.25,0
1.mp4,1209,40.3,0
1.mp4,1211,40.35,0
1.mp4,1212,40.4,0
1.mp4,1214,40.45,0
1.mp4,1215,40.5,0
1.mp4,1217,40.55,0
1.mp4,1218,40.6,0
1.mp4,1220,40.65,0
1.mp4,1221,40.7,0
1.mp4,1223,40.75,0
1.mp4,1224,40.8,0
1.mp4,1226,40.85,0
1.mp4,1227,40.9,0
1.mp4,1229,40.95,0
1.mp4,1230,41.0,0
1.mp4,1232,41.05,0
1.mp4,1233,41.1,0
1.mp4,1235,41.15,0
1.mp4,1236,41.2,0
1.mp4,1238,41.25,0
1.mp4,1239,41.3,0
1.mp4,1241,41.35,0
1.mp4,1242,41.4,0
1.mp4,1244,41.45,0
1.mp4,1245,41.5,0
1.mp4,1247,41.55,0
1.mp4,1248,41.6,0
1.mp4,1250,41.65,0
1.mp4,1251,41.7,0
1.mp4,1253,41.75,0
1.mp4,1254,41.8,0
1.mp4,1256,41.85,0
1.mp4,1257,41.9,0
1.mp4,1259,41.95,0
1.mp4,1260,42.0,0
1.mp4,1262,42.05,0
1.mp4,1263,42.1,0
1.mp4,1265,42.15,0
1.mp4,1266,42.2,0
1.mp4,1268,42.25,0
1.mp4,1269,42.3,0
1.mp4,1271,42.35,0
1.mp4,1272,42.4,0
1.mp4,1274,42.45,0
1.mp4,1275,42.5,0
1.mp4,1277,42.55,0
1.mp4,1278,42.6,0
1.mp4,1280,42.65,0
1.mp4,1281,42.7,0
1.mp4,1283,42.75,0
1.mp4,1284,42.8,0
1.mp4,1286,42.85,0
1.mp4,1287,42.9,0
1.mp4,1289,42.95,0
1.mp4,1290,43.0,0
1.mp4,1292,43.05,0
1.mp4,1293,43.1,0
1.mp4,1295,43.15,0
1.mp4,1296,43.2,0
1.mp4,1298,43.25,0
1.mp4,1299,43.3,0
1.mp4,1301,43.35,0
1.mp4,1302,43.4,0
1.mp4,1304,43.45,0
1.mp4,1305,43.5,0
1.mp4,1307,43.55,0
1.mp4,1308,43.6,0
1.mp4,1310,43.65,0
1.mp4,1311,43.7,0
1.mp4,1313,43.75,0
1.mp4,1314,43.8,0
1.mp4,1316,43.85,0
1.mp4,1317,43.9,0
1.mp4,1319,43.95,0
1.mp4,1320,44.0,0
1.mp4,1322,44.05,1
1.mp4,1323,44.1,1
1.mp4,1325,44.15,1
1.mp4,1326,44.2,1
1.mp4,1328,44.25,1
1.mp4,1329,44.3,1
1.mp4,1331,44.35,1
1.mp4,1332,44.4,1
1.mp4,1334,44.45,1
1.mp4,1335,44.5,1
1.mp4,1337,44.55,1
1.mp4,1338,44.6,1
1.mp4,1340,44.65,1
1.mp4,1341,44.7,1
1.mp4,1343,44.75,1
1.mp4,1344,44.8,1
1.mp4,1346,44.85,1
1.mp4,1347,44.9,1
1.mp4,1349,44.95,1
1.mp4,1350,45.0,1
1.mp4,1352,45.05,1
1.mp4,1353,45.1,1
1.mp4,1355,45.15,0
1.mp4,1356,45.2,0
1.mp4,1358,45.25,0
1.mp4,1359,45.3,0
1.mp4,1361,45.35,0
1.mp4,1362,45.4,0
1.mp4,1364,45.45,0
1.mp4,1365,45.5,0
1.mp4,1367,45.55,0
1.mp4,1368,45.6,0
1.mp4,1370,45.65,0
1.mp4,1371,45.7,0
1.mp4,1373,45.75,0
1.mp4,1374,45.8,0
1.mp4,1376,45.85,0
1.mp4,1377,45.9,0
1.mp4,1379,45.95,0
1.mp4,1380,46.0,0
1.mp4,1382,46.05,0
1.mp4,1383,46.1,0
1.mp4,1385,46.15,0
1.mp4,1386,46.2,0
1.mp4,1388,46.25,0
1.mp4,1389,46.3,0
1.mp4,1391,46.35,0
1.mp4,1392,46.4,0
1.mp4,1394,46.45,0
1.mp4,1395,46.5,0
1.mp4,1397,46.55,0
1.mp4,1398,46.6,0
1.mp4,1400,46.65,0
1.mp4,1401,46.7,0
1.mp4,1403,46.75,0
1.mp4,1404,46.8,0
1.mp4,1406,46.85,0
1.mp4,1407,46.9,0
1.mp4,1409,46.95,0
1.mp4,1410,47.0,0
1.mp4,1412,47.05,0
1.mp4,1413,47.1,0
1.mp4,1415,47.15,0
1.mp4,1416,47.2,0
1.mp4,1418,47.25,0
1.mp4,1419,47.3,0
1.mp4,1421,47.35,0
1.mp4,1422,47.4,0
1.mp4,1424,47.45,0
1.mp4,1425,47.5,0
1.mp4,1427,47.55,0
1.mp4,1428,47.6,0
1.mp4,1430,47.65,0
1.mp4,1431,47.7,0
1.mp4,1433,47.75,0
1.mp4,1434,47.8,0
1.mp4,1436,47.85,0
1.mp4,1437,47.9,0
1.mp4,1439,47.95,0
1.mp4,1440,48.0,0
1.mp4,1442,48.05,0
1.mp4,1443,48.1,0
1.mp4,1445,48.15,0
1.mp4,1446,48.2,0
1.mp4,1448,48.25,0
1.mp4,1449,48.3,0
1.mp4,1451,48.35,0
1.mp4,1452,48.4,0
1.mp4,1454,48.45,0
1.mp4,1455,48.5,0
1.mp4,1457,48.55,0
1.mp4,1458,48.6,0
1.mp4,1460,48.65,0
1.mp4,1461,48.7,0
1.mp4,1463,48.75,0
